Id,SalePrice
2354,281628.07385980035
1475,221454.91452375776
842,135767.62262825295
2739,156991.9609648676
1007,246654.72902434343
2610,193415.86306386162
1952,74410.29360060324
1966,134168.30573782884
292,147081.47472574166
1204,237939.55823513423
1829,254166.23992783343
2419,225771.117514377
391,173829.82200589497
798,148184.43889037333
481,223906.60279213218
193,218638.20520310034
555,117381.91558802826
899,60309.46681820578
2357,220921.19299213914
1356,107883.85634266213
1154,110013.11823839112
1730,200130.6718492303
2249,146130.2553311356
1119,276953.21312941634
2856,137780.23901306186
1394,157579.13451099722
2587,125331.02021153807
61,313018.50979004777
2661,214458.2190349633
2711,139887.74116795836
1147,208926.39020109246
757,146448.90517746727
2623,90300.07729437016
1413,161659.53358070576
1112,231900.73387690005
1623,212518.83328221343
1201,209752.03557178727
1513,92573.24248406105
957,240240.9275956261
1145,234757.98286677757
2726,227278.955620141
703,185544.21625706158
760,65255.96981037874
1964,119819.87131188856
1281,198203.25205401308
468,205320.9536572299
290,120730.57985332259
665,84995.7367616552
1463,302597.1180813925
1792,258893.31063121674
923,136285.39437003923
500,278424.79105201317
1408,141952.98936805548
170,117547.2090819364
2192,74490.39050491969
2571,312264.3284644305
2314,195554.65913550206
2647,87625.20902694017
422,362821.37876777514
2457,291076.1691935328
2805,279473.19457947486
1645,174854.58927204437
1711,308886.9570685965
2825,280248.4776816021
322,311881.53150361474
2103,261723.8336138383
342,131910.80191453383
600,85861.3900257831
488,218945.25863278587
2847,171752.45284368144
806,280285.4769465418
530,265223.97771107685
963,185808.96343054553
2678,63026.72245928715
171,75000.92643356253
2401,358710.0553222087
805,245008.8263916655
2259,228422.80017883098
1748,216606.09862417914
1361,174361.6958330816
1406,144729.32125439355
2322,261898.21062532184
688,199439.3955965857
143,137425.7796418995
804,237906.33549650805
1214,168297.70474858792
2467,231507.74477585033
2665,196634.06815627194
1538,344547.14366606134
398,89344.71183256409
2822,134639.86127824755
1856,157101.82132098055
1269,115387.31123378593
2570,123063.61267144512
2320,270861.3874150079
1517,155737.1474274057
2304,133015.29654411343
1312,85609.63631504029
2012,146559.13507446647
506,243581.53584855422
2865,218546.6453009902
554,109728.14178902213
238,125262.72702985373
1954,110545.73114735074
1969,113072.5788696662
2725,145272.62926332606
2763,232320.39668380376
503,258544.60890965234
1584,245101.12537554814
1531,162894.19895973313
556,125680.09147398872
1347,158772.9717973685
1290,84176.95766321733
1388,117497.9031346254
2754,212249.06754090427
2494,122046.45075932541
2870,201914.77242767462
1114,231644.33113921876
2418,309371.87561264285
18,301924.45952223474
39,307107.8750579774
1001,258308.80498874164
2442,276464.8875999425
616,125972.75439483766
2680,79898.91486159968
1414,109512.2499045122
289,144916.32218773197
40,255522.88662508968
860,117040.81922049355
673,136879.43418842577
2036,226206.1244481923
2564,161273.46305331518
1008,207751.67356794677
1369,74628.53614928364
2855,199365.79542364017
712,82967.5401279002
1943,91527.13731936761
1958,141143.74444552953
2295,173212.14592619613
704,120507.82169655571
676,129858.59947858052
259,209780.23974258825
93,292625.9440146121
106,271305.1083255119
2315,215093.37536944216
1050,113584.96250274102
1095,224528.1076995472
2709,125884.601478155
1496,178214.3181781983
2458,261785.26052326546
2733,113683.8105193968
161,305679.5281936093
726,150102.40562712913
845,217732.75135152554
947,285236.91738908994
2232,130267.2499460266
2563,171144.68048078055
2299,135175.93347403686
211,109150.9242610929
1478,233245.57685152465
2274,158364.6908708089
2869,171231.64365735417
967,259760.5231763404
2656,76925.308784239
2023,175774.14520901977
2447,364617.23076744936
2055,139560.00780405127
2275,269707.2695986335
2204,172581.13565891748
1526,163727.08014357137
442,297539.9633499314
1693,322566.1922222087
1468,247542.54038623814
1430,189414.0304335216
1529,206867.71984981606
335,131586.89737834316
1287,133061.51274548098
1785,242304.93375421176
82,191763.83324069926
2620,123149.09768447303
252,209264.76636357023
721,52873.93556787982
2165,190166.73359559337
2316,197548.89394885814
775,120114.38193716924
1558,47490.20839657355
17,258110.4221750598
1022,230639.42360806768
925,119490.65978443623
438,265677.9718792653
1270,152265.9988841433
1272,120591.6951271859
266,247126.28456476214
2402,277895.58512848103
1250,109384.37751783268
1984,89323.0043931338
1279,155031.68797191046
377,292041.8602144257
1252,168157.71139979223
2156,285065.9996644363
499,322374.6756807838
1374,129510.26729790238
2898,286715.36158394394
401,89897.92355829477
2721,170821.14548547613
2078,235975.8782567496
2589,118699.71531591308
1946,246270.63962023682
1334,128794.56340077054
2781,226351.42478824942
431,337112.2180786559
1474,238999.39594434178
2254,169421.26772999088
2155,284659.6475597585
885,95620.07919348124
643,143097.1511662295
1944,104248.6563470033
480,231630.5985947044
2845,84083.91959756194
2387,310129.9668834263
2527,175017.9016426683
629,173378.8652822473
80,235789.24686429766
1876,136128.578730786
1546,137264.39609315735
2518,165791.82538392977
2347,160212.38330259616
783,154369.72451272607
1322,27763.434908038238
194,57689.159187946
1770,282112.62286296044
2143,114992.02376996749
1229,225489.6003518377
511,265206.7858797328
1348,203538.91531952028
2465,229383.78987138276
387,269884.6840546578
873,215670.22335648513
1918,115974.8543208018
2764,271455.0576925082
2184,114356.4167771521
1920,120359.35049310513
2631,169267.54183668084
2040,82144.61496226233
1749,256557.6099094397
834,236260.43286383012
1457,268693.19743245724
2302,117246.06830643257
1817,122443.21638668934
2755,233549.67395411944
359,196230.72468008706
2059,115032.85186262336
2092,268207.90934752417
2516,252736.2291796652
150,117586.42559219454
1656,164962.03394603496
83,96332.40492123319
2411,188657.41732628364
795,80855.38894606498
2312,271602.33915584977
1624,224404.8843398064
2215,326715.75697422656
1211,154236.17559389863
1024,165443.49320325162
2874,142836.60236134776
700,173721.2036912935
2756,226180.8766044823
2022,205269.93342433963
583,248354.45321241883
2392,331119.6099217895
736,122044.97259577992
1610,188728.06117213867
890,103276.15135525563
467,200130.6718492303
578,302486.88818439306
1747,199191.33729470684
2758,225406.0153446435
857,118311.29412435158
2219,293716.41767624114
733,114562.85560320015
1798,282204.9218468431
235,98047.76165965688
1027,143654.56126056262
1195,115285.42577258917
1303,-4224.130586539162
148,181239.07790730172
608,139795.81172496197
2515,234587.43468301021
821,260842.88852420077
2500,305185.02317224885
745,97937.47946125525
741,141174.29928050097
1611,141541.75211440492
2532,120147.9742166819
1692,354899.3696924073
1992,130513.32712462149
663,5568.88994244393
1733,218576.69717622292
2359,156961.40612989618
253,209544.80536256428
1518,187429.38209747965
2035,155068.31769596413
1540,240479.3994201913
2120,137953.00444214744
256,151818.8186868094
2361,89344.71183256409
2095,249830.17720221588
1709,315859.72787264246
2801,262662.79862747574
1246,105157.06652566907
1055,257011.60407762812
2017,118022.54114866885
1099,293616.3799194761
1344,96230.8890009229
835,198411.9604267818
1117,222506.77733804914
2043,90118.09492885694
2650,128112.3706657011
2867,180288.73101332085
1668,120312.02566907834
2122,175203.29099360877
2539,131143.17646783893
1445,121705.3543917907
541,149768.09441440133
1276,127389.7193788623
918,159059.08568544476
326,162709.46757311514
1936,110306.5202410128
895,84078.90102973673
257,135166.71653760923
1241,180002.93436472886
1545,117841.29786492838
1189,165887.21411375585
2066,208469.80924669933
693,105688.2012710832
1259,126395.13740679808
2916,147205.80670814146
2321,274388.99660127447
1977,98121.76018953673
1895,169936.7411090089
1240,158900.3412243093
85,128780.01065703365
1823,101848.86081214435
825,274494.658588785
110,223558.27061145403
697,110878.4830790828
2297,109794.87568971072
1231,128028.78565850738
1355,141065.17800616077
968,298482.33534899633
584,247336.92175941286
1315,124093.02896453347
1606,117246.06830643257
1685,296979.8853519438
2016,130137.89939580159
869,248819.88156235334
2135,118147.24267195491
2346,190233.91815461847
2198,84422.2957600397
27,90573.98910287977
241,183767.77333404915
906,123773.27049554256
1506,109090.23643343849
2098,341551.6967304179
1435,215738.51653816947
2213,128096.70929930522
1274,157397.52168637048
743,17082.97255804669
1737,215943.76562410826
2797,295747.2010962006
58,218217.6698955719
830,208568.10200221417
680,173846.27475546603
1291,148429.40744630923
2161,225231.63833316043
1883,122080.41257972433
2473,176023.17871470563
293,218320.7973982799
859,114992.02376996749
288,33823.96670570248
1578,169996.60873744055
1030,181355.8045356716
2551,134578.06482793414
1286,123471.52405711845
958,284147.6334675702
776,120250.96830053767
72,199037.98094228306
2263,256260.37907910184
1866,152761.19068587432
2876,49220.80465910444
2146,294333.64309760346
492,209855.39919652953
167,129592.66256498708
2597,102917.12407460436
2685,99897.38291332615
1035,150848.98159871646
1220,43352.158943751594
2602,157922.15970041393
2159,253887.30955149862
1109,262498.7471750793
640,169376.66311102104
1652,154325.43713324028
2090,211596.32101814705
1188,197144.892508351
2345,262382.0205467092
1059,360629.1306816235
2751,251442.48755538138
128,212992.0004050301
2925,132939.02846751316
2145,283898.51884443406
1121,242670.03592394502
565,235434.04841136257
1331,154211.43070992734
2928,133295.33554310724
156,120195.29904070846
797,160453.94487310457
2859,157615.02515327814
1453,109255.39650849416
1762,317655.5798723167
1868,215020.51427826937
1760,207738.31056431914
1113,255912.04689842393
1812,216438.64018635498
117,192316.67542554345
1142,207362.51329461276
2342,308992.6190561068
927,121970.92176449788
2478,219812.4711779093
655,53248.173556590686
2064,114950.82613642514
369,227813.0466926461
2239,120873.29340717522
2732,212043.44891407876
1653,167547.21883183438
959,241089.3890284102
2395,308900.6896131106
271,260671.97079954715
1497,127009.6949245059
2,111092.07660082425
1855,270802.6807106377
4,246954.2582174493
2292,155267.80913230497
134,132624.65810723393
646,90675.87456407654
42,288368.0781874766
532,228277.3664199214
2561,127413.77748246305
2360,129176.40674351109
1333,121471.90113505092
1407,206157.37524534785
2892,286503.61576663447
1227,184557.97872079955
2591,227168.7257231418
1476,220840.27588859992
1125,282798.9616652299
1446,126021.55738240993
1101,295207.72191498405
2251,167647.17547114915
373,204196.22975176596
2554,113386.21014817269
2382,257810.52344106743
1985,69537.10235793982
519,239815.45483772247
1093,218398.91317931213
864,295911.2525485973
2308,170411.38639537082
986,160619.47448904673
1302,143974.6892704398
585,175796.5917302228
2708,148485.81578791118
147,131156.5394714668
1441,223694.85697482247
383,185771.22508383286
285,151903.93415895104
181,112244.71625365317
358,192536.02659688308
780,188570.50645111268
258,234450.84831964178
1865,244076.04086991446
692,138670.7182786113
2902,286363.9396573226
508,265350.2385153584
2638,156622.66042653192
611,174785.55700858752
2281,97491.82972886926
1696,347796.87879724987
1557,68786.2469002998
2180,170399.50155528868
951,146533.14814898372
267,262177.8800834294
2706,120848.09786486765
2221,197820.58851204952
2901,281720.0033027965
347,229526.87296612188
2164,204593.36492001615
1586,301238.1207199653
360,173413.93572530546
1769,255819.74791454105
2617,198404.30277134967
991,223997.84545475803
1535,131012.34775406844
1579,235072.72276794305
1882,139313.93062545639
1510,121878.99232150149
2336,363285.6984950504
942,108625.17762439046
861,108435.87832828378
2555,101062.93491144641
1392,140478.37400091765
2099,261723.8336138383
948,268980.102703708
1239,147137.14398557087
22,186282.81733373273
2796,234621.7660442954
2747,176363.90554135386
92,301647.51026918413
210,163186.0416813593
447,228113.6845084112
827,233419.95386300795
1649,240746.81449733
682,139686.32090973528
2698,124493.20157732465
494,217664.4581698412
214,124151.41842941963
2441,282454.4583122679
2679,99303.34309493937
1336,94242.78137805103
465,222759.35124801472
1524,144953.69099355815
2543,107247.05960973748
631,125262.72702985373
2452,312103.2333391248
228,178501.22344944905
1122,218129.14743800298
932,200736.59650769923
1980,54819.36739366385
2171,93134.79864559416
551,183883.02179887355
2768,173105.69255551044
2056,113721.54886610946
1159,356032.5191511242
2266,232285.6957816321
2462,353253.4670597294
1219,125699.95120898727
118,136804.64427537099
2576,168338.53284124378
872,271045.6681432894
1536,143418.01825787942
1150,118208.30004049581
2341,272568.716957113
1931,124286.02366950386
2785,120639.75903298543
2538,124443.57839052961
597,246927.16266930755
233,213019.7827335426
2169,117143.0742225768
2123,183685.37806696445
1867,166754.42665887927
137,254685.1202922787
515,252016.29809788312
2784,171398.73255429184
599,169410.99447230645
2614,132341.15982141043
1409,164976.9562306581
175,84982.42605942977
352,244930.20765089453
2134,236131.08231360512
984,120066.6875722562
2396,304061.77743032994
607,139570.33336313814
868,239470.581943874
2271,195629.81858944334
2765,159600.83441338153
1746,227259.83496691543
368,289252.8521048303
2806,217145.57780539594
1662,209820.32875347137
1234,212975.17811457254
1373,136476.91091146413
1672,89897.92355829477
1939,109753.30851528211
