Id,SalePrice
401,87620.99990903633
2721,163505.35906772153
2078,225523.23047292954
2589,117314.52938498487
1946,230138.64411480934
1334,130074.08365106629
2781,221761.69624483492
431,332937.9195733848
576,218785.239008673
1474,232984.59604546032
2254,171088.08470944292
2155,282079.4903915331
885,92485.6752508725
643,143245.74839737383
1944,104457.19309633737
480,226466.167154487
2845,81904.00564242713
2387,300342.6621585768
2407,213292.9419191673
2527,171653.08182481397
2514,194870.7624369308
629,170201.12625877466
80,230047.96964851953
1876,132865.51300000516
1546,137948.70772939152
2518,163563.67402308737
2347,158648.9393077297
783,149033.88982839487
1322,23449.2423743431
194,58661.29133450799
1770,271111.8278577372
2143,114187.94271968142
1229,220663.8512842541
511,260565.6227020747
46,214685.3858128495
1348,200902.82072332478
2465,224485.09940738627
387,264663.1391734213
873,212262.50044076703
1918,114909.97459778935
2764,265961.3831774283
2184,113504.13250035979
934,166332.2041780206
1920,118812.5984196337
2631,166540.4950312702
1768,464351.3235512255
2040,80241.78627068223
1749,248547.99138800008
834,230456.085532411
1457,259270.54836751474
79,139472.01268252288
2302,116277.59503643261
1817,120890.82548509329
2755,228175.48647106928
359,190686.16165026766
2059,114186.95624345355
2092,258738.47675776947
2516,249462.73272239114
150,116300.44553901558
1656,158426.47401526803
83,97175.13877634238
2411,184079.4517269868
795,79480.54625756014
2312,261810.48413185542
2917,99032.66326103313
1624,219990.89230343956
2215,314375.8472143896
1211,153215.53118637414
1485,155266.96184433904
1024,163245.8121239592
570,181947.63184653758
2874,142754.85787509847
700,165470.6431951751
2756,221657.05758009618
2022,197987.69458071794
583,240993.20216125902
2392,323264.34489792073
2424,215576.50040919287
212,117667.65351421526
736,119999.29842530633
1610,179479.8297228366
890,99370.05246203928
467,194243.1406892615
578,293302.6004329219
1747,197729.54657662753
1149,171008.8922039501
2758,216642.82682190253
857,117184.0807889793
2219,285124.49913544394
733,117615.41094747465
2909,143303.9098214819
1798,275614.2905435283
235,90206.2729065218
2366,144996.87150563323
1027,139551.05165675818
1195,114382.83536918368
1303,-4645.7355478925165
148,177080.57108880184
608,136086.29955498385
2515,229020.48759880313
821,256709.11234883987
2500,295832.09742219886
745,98643.4519748129
741,137047.3645987478
1611,137038.48631269624
2532,118708.94623112283
1081,217557.5681562936
1692,344348.44291789574
2520,206791.2344326463
276,159090.9671734746
1992,127501.0688498423
663,3973.7709111233708
418,166626.5928703586
1733,210593.01196340588
2359,155713.2993870168
253,206956.99395017698
1518,178050.7246593805
2035,153692.61104145832
2919,100915.22144152597
1540,233803.37477848353
2120,134732.48978353152
1674,183352.48746773927
256,151129.82477453467
2361,87121.64356415323
978,72965.07679527067
2280,156595.94816075242
2095,242449.10363221006
1709,305409.1354835108
2801,253900.597823428
1246,105289.78249655152
2373,147696.80146139464
1055,253305.84487187862
2017,116445.27881499636
1099,285639.6390999737
1344,97317.42508708313
835,188039.82450949564
1117,218420.8998689144
2043,91763.02066855761
2085,130706.89671206148
410,183633.68819709332
2650,129655.5289921111
2867,175969.32792447368
1668,118891.42715310561
1161,206653.51673102425
2122,172068.10304230102
2539,128449.14815330273
1047,155154.43136977684
1445,120162.87474961788
541,145291.88290217821
569,210381.76168147242
1276,129331.17422283138
918,161379.19911245396
326,156709.67535230587
1936,109888.62826523697
895,82354.70155346021
257,132282.80800395436
1241,175976.23325806926
1545,120612.53549300041
1189,163592.4433830378
270,155266.96184433904
2066,196513.09875285905
693,105370.1717190356
1259,123825.0664661345
2916,142696.95538317645
2321,264353.37932487996
1977,98778.83295195806
1895,167114.7342047135
1240,157282.30534531432
85,126299.98416419444
1823,98114.96249795821
825,268793.3709096303
110,219296.64330905443
697,109968.03101149318
2297,109574.71227102075
1231,125634.50452975975
1355,136987.8529263907
968,294361.60103050945
584,240101.10108868778
1315,121627.81605596072
1606,116277.59503643261
206,106789.82448365632
1685,293030.6417616403
2016,127214.93573934864
869,241665.58712928928
2135,117001.59986699629
2346,185206.64006030234
2430,221778.05387726612
2198,86680.18971119239
2652,111506.70712082786
27,88210.61023868248
241,179785.06965368218
906,121651.0790219875
1506,108643.9770762194
2098,328187.181663865
1435,212322.998589352
2213,125601.78926489735
1274,155858.1326629978
743,14136.47339716996
1737,212597.7064485543
2797,287545.82401851425
2185,97054.76518337941
58,214547.0454070205
830,206063.90640137764
808,158277.6948343753
680,166120.1776606224
1153,113763.46920335875
1291,147607.1214894154
1818,186620.58420831873
2161,220825.45465610968
1883,120355.7944466644
350,308676.035507099
2473,172887.29423876782
295,182636.1722243186
293,209558.21211665007
859,114187.94271968142
288,33090.10178494477
1578,163230.07719573495
102,193440.30712522566
2831,207355.86777599598
1030,177341.88074425678
2551,131426.95563771343
1286,121067.96156249288
958,281672.3609838695
776,118939.51357417111
72,193275.17031190195
2263,252640.36523744394
1866,151946.05654231762
2876,51159.52090997202
2146,286321.4763668396
103,213200.71498194803
1500,169317.90347225475
492,202802.1489996924
167,127010.59079101076
2597,103324.08590565412
2685,100351.78481516708
1035,150252.10838193865
1220,41855.84045961336
2602,156016.36414272594
2159,246173.1924369831
695,174633.4362744647
1109,253718.11690144497
640,166600.0067036273
1652,153415.356217016
2090,204205.0316684381
1188,191254.48196634324
2345,253456.80724599026
1059,349414.91624282976
2751,244026.0014003308
128,200816.35911221523
1523,183168.60760608478
2925,129975.00007167412
2145,277096.00194574613
1121,240601.23366903537
566,311829.05480787624
565,229714.73659318825
1331,148587.13982227328
2928,130587.87336734729
156,118630.1174976509
797,154247.16938176565
327,102413.29047617456
2859,155790.72918081726
1453,109106.09823854407
1762,306934.9874018824
1868,211454.7344955916
1760,200926.7063935583
1113,252322.50333831576
1812,208578.24247521488
117,187005.22688542027
1142,200547.3598696175
2342,303662.9447563912
927,120203.06936085992
2478,211604.13638069108
655,50705.91426167777
2064,114095.71578246215
369,223093.64198993216
2239,123242.72524210461
2732,208947.51399611332
1653,165183.725831134
959,234891.76744022872
2395,299253.6954840473
1412,115686.01175433025
271,256511.260270654
1484,155266.96184433904
1497,120812.61945582833
552,206336.85154888732
2,110630.96368068783
1855,260944.192990551
4,239706.38340854342
2292,154231.58798479917
134,129640.78054011497
646,88161.5373413891
42,285392.5038837311
532,223486.38671762054
713,97726.73768796586
2561,124996.80777904764
2360,126725.44415674498
1333,119640.25543870823
1407,198680.9570988752
2892,274936.6094223375
574,258809.2034406548
1227,179983.49574465235
2591,221928.3935471708
1476,216907.45967806224
1125,276112.66041218326
1446,124005.00042287726
408,140686.13179989718
1101,287077.2099860378
2251,161111.65551903332
373,201912.38465159805
2554,112533.2026943164
2382,253985.70918628853
1985,68924.68658038159
519,238091.05374087323
1093,210379.78872901644
864,287728.30494049704
2889,151222.05171175394
2308,163142.3701762117
986,154802.50395753747
1302,139621.00210417877
585,172380.0460840615
2708,148102.94439283037
147,128386.67705226177
1441,219417.63960622437
383,176925.5092785207
285,146747.37190968543
181,111271.20739663974
358,187403.89047047636
780,179219.50654360978
258,228899.49130163318
1865,232847.45235662232
692,139064.47081141546
2902,279289.3064510082
508,260701.99015544774
2638,150843.90190480417
36,179066.57121704216
611,171410.10275424598
2281,94273.82330092671
1678,162171.23012940516
1696,338056.6354650592
1557,68352.42035939428
2180,163577.69493104168
1726,237197.9661920739
951,146503.19612212642
267,253461.73962712986
2706,114964.1901169857
2221,191750.87888254249
1357,177053.36221786332
2901,275175.4323472304
347,224528.25344731216
2164,202524.27147104312
1586,292447.16053012456
360,170464.40886668535
1769,247820.04065252468
2617,196614.35750738764
1879,162463.49233802967
991,215060.99667264195
1535,128063.88277199399
1191,156731.53937866096
1579,229552.5592085484
1882,139950.07901383494
1510,115793.82008851599
2196,194260.2825752399
1845,193440.30712522566
2336,351758.9728814403
942,108064.8055216365
861,108380.12045552465
2555,97279.41366905998
1392,136598.0676273862
2099,257480.2171242414
1543,154414.06890678196
948,259543.28327426105
1239,142543.2438211441
22,186015.75625372678
2796,229097.34337981907
2747,173003.35815479816
92,292716.936008187
210,156760.30873861164
1858,221461.54222638696
2228,209818.1148143506
447,223397.1192090849
827,228069.86133010266
1649,234309.63645696198
682,135933.5744691796
2698,126542.34053055523
494,214047.68906213762
214,117370.30539319338
2441,271507.5320141092
2679,99853.41494651209
1336,95361.18079502136
465,218616.77899464453
1524,144630.30048123258
2543,107196.95389131992
631,123137.72280534497
2452,301988.52389789023
228,174831.7008160944
126,161464.7796482637
1092,213686.67312308354
1122,214533.64720327314
932,194306.1858030865
1980,55747.515440150164
2171,90432.68410389521
551,179673.52565534785
2768,169959.13366443478
2056,113006.74910793267
1159,345222.21340558
2645,117928.18693420524
1174,212474.73719892837
2266,226916.45060207648
2462,342881.11619565333
1219,123562.19632166764
2922,194523.35494238744
118,133455.12332965177
474,199801.85478471965
2576,165661.7921624463
872,265691.6076993658
1077,238286.93286660337
1536,143502.12567168893
1150,116953.51344593079
2341,267068.6804368447
1931,122244.63525654562
2785,119163.17558362405
2538,122504.95843577245
597,239738.11219717795
464,227902.75156432297
233,209747.3881314653
2169,116047.02769338433
2123,179600.6157792434
1867,164332.80584603292
137,246573.41651105136
515,244571.47121382342
933,154414.06890678196
2784,168539.89336325787
972,173808.16467128973
599,166676.86248464324
2614,133763.89670196502
2582,122462.79087207466
1409,162293.78691558726
175,78418.58623128873
352,242519.83031509537
976,72965.07679527067
2134,230443.67380489176
984,118804.13259702595
2396,299276.3357458671
1673,173438.06020542118
404,143498.80247098417
607,135858.6916406192
814,139765.26136737526
868,233392.7119293518
2271,190172.42062540934
1633,246486.1219549717
337,215540.67218438908
2765,153630.76264462434
1746,222594.28564504907
368,281876.3421601865
2806,213625.1884982707
1662,202538.86639178172
1234,205259.3101256492
1373,133183.37489913334
1672,87620.99990903633
1939,109389.2719203541
